									
Millis	X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3
3804	88	51	26	87	63	35	95	64	38
3809	81	49	27	86	64	36	95	64	38
3815	88	51	26	87	63	36	95	64	38
3820	84	49	27	86	64	36	95	64	38
3826	88	50	26	86	63	36	95	64	38
3831	90	51	27	87	64	36	95	64	39
3838	88	50	26	86	64	37	95	64	38
3844	85	51	26	87	63	36	94	64	39
3849	89	49	26	86	64	37	94	64	39
3855	87	50	27	87	64	36	94	64	39
3860	82	50	25	87	64	36	94	64	39
3866	89	49	27	86	64	37	94	64	39
3871	90	51	26	87	63	36	94	64	40
3877	86	50	26	87	64	37	94	64	39
3883	83	49	27	87	63	37	93	64	40
3889	81	51	26	87	64	36	93	65	39
3894	86	50	26	87	64	37	93	65	40
3900	87	50	28	87	64	36	93	64	39
3905	89	51	25	87	64	36	93	65	40
3911	87	50	26	86	64	36	93	65	39
3917	86	50	26	87	64	36	93	64	39
3922	85	50	26	87	65	35	93	65	39
3929	78	49	28	87	64	36	93	65	39
3934	72	49	28	87	64	36	93	65	38
3940	88	49	27	86	64	36	93	65	38
3945	89	51	26	87	64	35	93	65	40
3951	83	50	27	87	65	36	93	65	39
3956	86	50	26	87	64	36	92	64	37
3962	86	51	26	87	64	35	93	64	40
3968	77	49	27	87	64	36	93	64	38
3974	87	51	26	87	64	36	93	64	39
3980	90	50	26	86	64	37	93	64	39
3985	87	50	26	87	64	36	94	64	39
3991	82	49	25	87	64	37	94	64	39
3996	90	49	25	87	64	37	94	64	39
4002	78	50	27	87	64	36	94	64	39
4007	81	50	27	87	63	36	94	64	39
4014	89	49	27	86	65	38	95	64	39
4019	84	51	26	87	64	37	95	64	40
4025	80	51	27	87	64	37	95	64	39
4031	85	51	27	87	64	37	95	63	40
4036	90	50	26	87	64	38	95	64	39
4042	85	50	26	87	64	37	95	64	39
4047	81	50	26	87	64	37	95	63	39
4054	82	51	27	87	64	37	95	64	39
4059	83	49	26	87	64	37	95	64	39
4065	86	50	26	87	64	37	95	64	39
4070	87	50	26	87	64	37	95	64	38
4076	87	49	27	86	65	38	95	64	38
4082	78	51	27	87	64	36	95	64	39
4087	87	50	26	86	64	37	95	64	39
4094	90	51	26	86	65	38	95	64	39
4099	93	51	27	86	64	37	94	64	39
4105	90	50	27	86	64	37	94	64	39
4110	83	50	26	87	64	37	94	64	40
4116	86	50	26	87	64	37	94	64	39
4121	81	50	26	87	65	37	94	64	40
4127	84	50	26	86	64	36	93	64	39
4133	88	50	27	87	64	36	94	64	41
4139	93	49	26	87	64	37	93	64	39
4145	90	50	27	87	64	37	93	64	38
4150	87	50	26	87	64	36	93	65	40
4156	86	52	27	87	64	36	93	64	40
4161	84	50	26	86	64	36	93	64	39
4167	87	50	26	87	64	36	93	65	39
4173	88	51	26	87	64	36	93	65	40
4178	79	52	27	87	64	36	93	65	39
4185	85	50	27	87	65	36	93	65	39
4190	88	49	26	86	64	36	93	65	39
4196	85	51	26	87	64	36	93	65	39
4201	85	50	26	87	64	36	93	65	39
4207	88	50	27	86	64	35	93	65	39
4212	86	51	26	87	64	36	93	65	39
4218	90	50	26	87	64	36	93	65	38
4225	91	51	26	86	64	35	93	65	39
4230	84	49	26	87	64	36	93	65	38
4236	86	50	26	87	65	36	93	65	38
4241	89	50	26	87	64	36	94	65	38
4247	86	50	27	87	64	36	94	65	38
4252	88	50	27	87	64	36	94	65	39
4258	86	49	28	87	64	36	94	64	38
4263	86	51	26	87	63	36	94	64	38
4270	82	49	27	87	64	36	94	64	39
4276	85	49	27	87	64	37	94	64	38
4281	81	50	27	87	64	36	94	64	39
4287	87	50	27	86	63	37	94	64	38
4292	81	51	26	87	64	37	95	64	39
4298	88	50	26	86	63	37	95	64	39
4303	80	51	27	87	63	36	95	64	39
4310	87	50	26	86	63	38	95	63	38
4315	86	51	26	87	63	37	96	63	39
4321	83	50	27	86	64	37	96	63	38
4326	87	51	26	87	62	37	96	63	38
4332	85	49	27	87	64	37	96	63	39
4338	81	50	26	86	63	38	96	63	38
4343	83	50	27	87	63	37	97	63	38
4350	79	50	26	86	62	38	97	63	38
4355	90	51	26	87	63	38	97	63	38
4361	87	50	26	87	62	37	97	62	38
4366	88	50	26	86	62	38	97	62	38
4372	85	51	27	87	63	37	98	63	39
4377	85	50	26	86	62	38	97	62	38
4383	88	51	26	87	62	37	98	62	38
4388	88	51	26	86	61	38	97	62	38
4395	87	49	27	87	62	38	98	62	38
4400	91	49	26	86	62	38	98	62	39
4406	87	50	26	87	62	38	97	62	39
4412	85	50	27	86	62	39	98	62	39
4417	89	51	27	87	62	37	97	62	39
4423	90	49	26	86	61	38	97	62	39
4428	84	50	25	87	62	37	97	62	39
4434	83	49	27	86	62	38	97	62	39
4440	87	50	26	87	61	38	97	62	39
4446	83	52	27	87	61	37	97	62	39
4451	81	50	27	87	62	38	97	62	39
4457	85	51	27	87	61	37	97	62	39
4462	84	49	26	87	62	37	97	63	40
4468	82	50	27	86	62	37	96	63	39
4474	84	50	26	87	61	37	96	63	39
4480	84	51	26	87	62	37	96	63	39
4486	82	50	28	87	61	37	96	63	39
4491	79	50	26	87	61	37	96	63	39
4497	87	50	27	87	62	37	96	63	39
4502	89	50	26	87	61	37	95	63	39
4508	77	51	27	87	61	36	95	63	39
4513	80	51	28	87	62	36	96	64	39
4519	89	50	27	87	62	36	95	64	38
4525	88	50	25	86	61	36	95	64	39
4531	82	50	27	87	61	36	95	64	38
4537	75	52	26	87	61	35	95	64	39
4542	84	51	26	86	62	36	95	64	38
4548	88	49	26	87	61	35	95	64	38
4553	86	49	27	87	62	36	95	64	39
4559	88	50	26	86	62	36	95	64	38
4565	84	50	26	87	61	36	95	64	39
4571	83	50	27	87	61	36	96	64	39
4576	84	51	27	87	61	37	96	64	38
4582	82	49	26	87	61	36	96	63	38
4587	86	50	25	86	61	36	96	63	39
4593	83	49	27	86	62	37	97	63	39
4599	76	48	27	86	61	37	96	63	39
4604	88	49	27	86	62	37	97	63	38
4611	83	51	26	87	61	36	97	63	39
4616	85	50	27	87	61	37	97	63	39
4622	91	50	27	86	61	38	97	63	39
4627	85	50	25	87	61	37	97	63	38
4633	86	50	27	87	62	37	98	62	40
4638	90	50	27	86	61	38	98	63	39
4644	80	51	26	87	61	37	98	62	39
4650	83	50	27	86	61	38	97	62	39
4656	92	50	27	87	62	38	98	62	39
4662	90	51	27	87	61	37	97	62	39
4667	85	49	28	86	62	38	97	62	39
4673	86	50	27	87	61	37	97	62	39
4678	81	51	26	87	61	37	97	62	39
4684	88	50	26	86	62	39	97	62	39
4689	78	51	26	87	61	37	97	62	39
4696	91	50	26	86	62	38	97	62	39
4701	86	49	26	87	62	37	97	62	39
4707	92	49	26	86	61	38	97	62	39
4713	92	51	25	87	62	37	97	62	39
4718	95	50	26	86	62	38	96	62	39
4724	80	50	27	87	62	37	96	62	39
4729	81	49	26	87	62	37	96	63	39
4736	84	50	27	87	62	37	96	63	39
4741	84	50	26	86	62	37	96	63	39
4747	87	50	26	87	62	36	96	63	39
4752	86	51	27	87	62	37	96	63	39
4758	87	51	26	87	63	37	96	63	38
4763	83	50	27	86	63	37	96	63	38
4769	79	50	26	87	62	36	96	63	38
4775	78	49	27	87	64	37	96	63	38
4781	86	50	27	87	62	37	96	63	38
4787	81	49	26	87	63	36	96	63	38
4792	80	49	28	86	63	37	95	64	38
4798	85	50	27	87	63	36	95	64	38
4803	86	50	26	86	63	36	95	64	38
4809	87	50	26	87	62	36	95	63	38
4814	85	50	27	86	64	37	95	64	38
4821	76	51	26	87	62	36	95	64	38
4827	85	50	26	87	64	36	95	64	38
4832	84	52	26	86	63	37	95	64	39
4838	86	51	27	87	64	36	95	64	38
4843	86	50	27	86	63	37	95	64	38
4849	91	50	26	87	63	36	95	64	39
4854	88	50	26	87	64	37	95	64	39
4860	81	50	26	87	64	37	95	64	39
4866	84	50	26	86	64	37	95	64	39
4872	89	50	25	87	63	36	95	64	39
4877	86	50	26	87	64	37	94	64	39
4883	83	51	27	87	64	36	94	64	39
4889	83	50	27	87	64	37	94	64	39
4894	87	50	27	87	64	36	94	64	39
4900	85	49	27	87	65	37	94	64	39
4906	88	51	26	87	63	36	93	64	39
4912	85	52	26	87	64	36	94	65	39
4917	92	50	27	87	64	36	93	64	39
4923	87	50	27	87	64	36	93	64	39
4928	83	50	26	87	64	36	93	64	39
4934	84	51	27	87	64	36	93	64	39
4939	89	51	26	87	63	36	93	65	39
4945	77	51	27	87	64	36	93	65	38
4951	89	50	27	86	64	36	93	65	38
4957	81	50	27	86	64	36	93	64	38
4963	85	50	28	87	64	36	93	64	39
4968	87	50	27	86	64	36	93	64	40
4974	84	50	27	87	64	37	93	64	38
4979	84	49	26	87	64	36	93	64	40
4985	87	50	26	87	64	36	93	64	39
4991	86	49	26	87	64	37	93	64	39
4997	93	50	27	87	65	37	94	64	39
5002	84	49	26	87	64	36	94	64	39
5008	79	51	27	87	64	36	94	64	40
5014	88	51	27	87	64	36	94	64	40
5019	89	50	26	87	63	36	94	64	39
5025	90	49	26	86	65	37	94	64	39
5030	79	50	27	87	64	37	94	64	39
5037	91	49	26	86	65	38	95	64	39
5042	84	51	26	87	64	36	94	64	39
5048	86	50	26	86	64	37	95	64	39
5053	84	50	27	87	65	37	95	64	39
5059	84	51	26	87	64	37	95	64	39
5065	77	52	27	87	64	37	95	64	39
5070	77	50	27	87	64	37	95	64	38
5077	87	50	27	87	64	37	95	64	38
5082	87	49	27	86	65	37	95	64	38
5088	84	50	27	87	64	37	95	64	39
5093	90	52	26	87	64	36	95	64	39
5099	93	50	27	86	64	37	95	64	39
5104	84	50	27	87	65	37	95	64	39
5110	85	50	26	87	64	37	94	64	39
5116	90	50	27	87	64	37	94	64	39
5122	80	50	26	87	64	37	94	64	39
5128	93	50	26	86	64	37	94	64	39
5133	84	51	27	87	64	37	94	64	40
5139	93	50	27	86	64	37	93	64	39
5144	86	50	27	87	64	36	93	64	40
5150	82	50	26	86	65	37	93	64	39
5156	92	51	27	87	64	37	93	64	38
5162	88	51	26	86	64	36	93	64	40
5168	85	51	26	87	64	36	93	64	40
5173	89	50	27	87	65	37	93	64	40
5179	86	50	26	87	64	36	93	64	39
5184	86	50	27	87	64	36	93	64	39
5190	86	50	26	87	64	36	93	65	39
5195	85	51	26	87	65	36	93	65	39
5201	80	49	27	87	64	36	93	65	39
5208	86	50	27	87	64	35	93	65	39
5213	89	50	26	87	64	36	93	65	39
5219	95	51	26	87	64	35	93	65	39
5224	82	51	27	87	64	36	93	65	39
5230	78	50	27	87	64	36	93	65	39
5235	89	50	27	87	64	36	93	65	39
5241	87	51	26	87	64	35	93	65	38
5247	85	51	26	86	64	35	93	65	38
5253	80	50	26	87	64	36	94	65	39
5259	87	50	26	87	64	36	94	65	39
5264	86	50	25	87	63	36	93	65	39
5270	87	50	26	86	64	36	94	65	39
5275	96	50	27	87	64	36	94	65	38
5281	90	51	26	87	64	36	94	64	39
5286	83	50	26	87	64	36	94	64	39
5293	86	50	26	87	64	36	94	64	39
5299	88	51	27	87	64	36	94	64	39
5304	82	51	27	86	63	37	95	64	38
5310	80	50	26	87	64	36	95	64	38
5315	85	50	26	87	64	37	95	64	39
5321	83	50	25	87	63	36	95	64	38
5326	81	50	26	86	63	37	95	63	39
5333	83	50	27	87	63	36	96	64	38
5338	80	50	27	86	64	37	96	63	38
5344	82	51	26	87	62	36	96	63	38
5350	86	49	26	87	63	37	96	63	38
5355	90	51	26	86	62	38	96	63	38
5361	88	51	25	87	63	36	96	63	38
5366	90	49	27	86	63	38	96	63	38
5372	93	51	27	86	63	37	97	63	38
5378	81	52	27	87	63	37	97	62	38
5384	84	51	27	87	62	37	97	62	38
5389	85	50	26	86	62	37	97	62	38
5395	84	50	27	86	62	38	98	62	38
5400	84	48	27	86	63	38	97	62	38
5406	88	49	27	86	62	37	98	62	39
5411	88	50	27	86	62	38	98	62	39
5418	91	50	25	86	62	38	98	62	39
5423	84	50	27	87	62	37	98	62	39
5429	82	50	26	86	61	38	98	62	39
5435	91	50	27	87	63	38	98	62	39
5440	81	50	25	86	61	37	97	62	39
5446	79	51	26	87	62	38	98	62	39
5451	82	50	26	87	61	38	97	62	39
5457	88	50	26	87	61	37	97	62	39
5463	82	50	27	87	61	38	97	62	39
5469	81	50	26	87	61	37	97	62	39
5474	84	49	27	87	62	37	97	63	40
5480	89	49	26	86	62	38	97	62	39
5485	84	50	26	87	61	37	96	62	39
5491	86	50	25	87	62	37	97	63	40
5497	91	50	26	87	61	37	96	63	38
5503	94	50	27	86	61	37	96	63	39
5509	89	50	27	86	61	37	96	63	39
5514	83	51	27	87	62	36	96	64	39
5520	88	50	26	86	61	36	96	63	39
5525	84	50	27	87	61	36	96	64	39
5531	83	49	27	87	62	36	95	64	38
5536	90	52	25	87	61	35	95	64	39
5542	82	50	27	86	61	36	95	64	38
5548	84	50	27	87	62	36	95	64	39
5554	91	50	27	86	62	36	95	64	39
5559	83	51	26	87	61	36	95	64	39
5565	82	51	26	87	61	36	95	64	39
5571	79	50	26	86	61	36	95	64	39
5576	89	50	26	87	62	36	95	64	39
5582	84	50	26	87	61	36	95	64	39
5588	86	50	26	86	61	36	95	64	38
5594	87	51	27	87	62	36	96	64	39
5599	91	50	26	86	61	37	96	63	39
5605	85	50	26	86	62	37	96	63	39
5610	82	51	26	86	62	36	96	63	39
5616	86	51	27	86	61	37	96	63	39
5621	81	50	26	87	60	37	97	63	39
5627	81	50	27	87	62	37	97	63	38
5634	88	50	27	87	62	37	97	63	40
5639	85	49	28	86	61	38	97	63	38
5645	82	50	27	86	61	37	97	62	40
5650	84	50	26	86	61	38	97	63	39
5656	87	49	28	86	62	38	97	62	39
5661	89	49	28	86	61	38	98	62	39
5667	81	50	27	87	61	37	98	62	39
5673	91	52	26	87	61	38	98	62	39
5679	78	51	26	87	61	37	97	62	39
5684	90	50	26	87	62	37	97	62	39
5690	84	50	27	86	62	38	97	62	39
5696	86	50	26	87	61	38	98	62	39
5701	83	51	26	86	62	38	97	62	39
5707	86	50	26	87	61	37	97	62	39
5712	91	51	27	86	62	38	97	62	39
5719	90	49	27	87	63	37	97	62	39
5724	89	50	26	86	61	38	97	62	39
5730	86	50	27	87	62	37	97	62	39
5735	93	50	27	86	62	39	97	63	39
5741	83	51	26	87	62	36	96	63	39
5747	86	51	26	86	62	38	96	63	39
5752	84	49	26	87	63	37	96	63	39
5759	82	50	26	87	62	38	96	63	39
5764	88	51	27	87	62	38	96	63	39
5770	74	49	26	87	63	36	96	63	39
5775	83	50	26	87	63	37	96	63	38
5781	88	50	27	87	62	37	96	63	38
5786	85	51	26	87	63	36	96	63	38
5792	86	49	27	87	63	37	96	63	38
5797	90	50	27	87	63	36	96	63	38
5804	88	50	27	86	63	37	95	63	38
5810	83	50	26	87	63	36	95	64	38
5815	85	50	27	87	64	36	96	64	38
5821	89	51	26	87	63	36	95	63	38
5826	84	50	27	87	64	35	95	64	38
5832	88	50	26	86	63	37	95	64	38
5837	80	50	27	87	64	36	95	64	38
5844	86	50	26	86	63	37	95	64	38
5849	76	52	26	87	63	36	95	64	39
5855	90	51	27	87	64	37	95	64	38
5860	85	51	26	87	63	36	95	64	39
5866	76	49	27	87	64	36	95	64	38
5872	81	50	26	87	64	36	95	64	39
5877	83	51	27	87	64	37	94	64	39
5883	84	51	26	87	64	36	94	64	39
5889	86	51	26	87	63	36	94	64	39
5895	85	51	27	87	64	37	94	64	39
5900	81	51	27	87	64	36	94	64	39
5906	82	50	28	87	64	37	94	64	39
5911	82	51	27	87	64	36	94	64	40
5917	85	50	27	87	65	37	93	64	39
5922	84	51	27	87	63	36	93	64	40
5929	83	50	28	86	64	36	93	64	39
5934	87	50	27	87	64	36	93	64	39
5940	84	49	27	86	64	37	93	64	39
5946	84	51	27	87	64	36	93	64	39
5951	84	49	26	87	64	36	93	65	39
5957	89	51	26	87	64	37	93	65	39
5962	87	53	26	87	64	35	93	64	39
5968	86	51	27	87	64	36	93	65	39
5974	86	50	26	87	65	36	93	65	40
5980	87	50	26	86	65	36	93	64	39
5985	90	49	26	86	64	36	93	64	37
5991	85	50	27	87	64	35	93	64	40
5997	80	49	27	86	65	36	93	64	39
6002	87	51	26	87	64	35	93	64	39
6008	82	50	27	87	64	37	94	65	39
6014	83	51	27	87	64	36	94	64	40
6020	89	50	26	87	64	37	94	64	39
6025	79	50	26	87	64	36	94	64	39
6031	84	49	27	87	64	36	94	64	39
6036	71	51	27	87	64	36	94	64	39
6042	84	50	26	86	64	37	94	64	39
6048	79	51	26	87	65	37	94	64	39
6053	93	50	27	87	65	37	95	64	40
6060	90	50	27	87	64	37	94	64	39
6065	91	50	26	86	64	37	95	64	39
6071	88	50	26	86	65	37	95	64	39
6076	86	51	27	87	64	37	95	64	39
6082	84	50	26	87	64	37	95	64	39
6088	82	49	27	87	64	37	95	64	39
6093	81	50	27	87	64	37	95	64	39
6100	80	49	27	86	64	37	95	64	38
6105	86	50	27	86	64	37	95	64	39
6111	86	51	26	87	64	36	95	64	39
6116	81	51	28	87	64	37	95	64	39
6122	77	51	26	87	65	37	95	64	39
6127	74	50	26	87	64	37	94	64	39
6133	77	50	27	87	64	37	94	64	40
6139	84	50	26	87	65	37	94	64	40
6145	87	50	27	87	64	36	94	64	39
6151	81	50	26	87	64	36	94	64	40
6156	88	50	26	87	64	37	94	64	40
6162	81	50	26	87	64	36	93	64	40
6167	89	50	26	87	65	37	94	64	40
6173	83	50	27	87	65	36	93	64	38
6178	92	49	28	87	64	36	93	64	39
6185	85	50	27	87	64	36	94	64	40
6191	81	49	26	87	64	36	93	64	40
6196	84	50	27	87	65	36	93	65	39
6202	86	50	26	86	64	36	93	64	39
6207	82	50	25	87	64	35	93	65	39
6213	83	51	26	87	64	36	93	65	39
6218	94	51	25	87	64	36	93	65	39
6224	87	51	27	87	64	36	93	65	39
6231	87	50	26	86	64	36	93	65	39
6236	86	51	26	87	64	36	93	65	39
6242	86	51	26	87	64	36	93	65	39
6247	82	50	27	87	64	35	93	65	39
6253	80	51	27	87	64	36	93	65	38
6258	81	50	26	87	64	36	93	65	38
6264	89	50	27	86	64	36	93	65	38
6270	84	50	27	87	64	36	93	65	39
6276	88	51	27	87	64	36	94	65	39
6282	77	51	27	87	64	36	94	65	38
6287	85	50	25	87	64	36	94	65	38
6293	80	50	26	87	63	36	94	65	39
6298	82	50	27	87	64	36	94	64	38
6304	85	50	26	86	63	36	94	64	39
6309	83	51	26	87	64	36	94	64	39
6316	89	51	26	86	64	37	95	64	39
6321	87	50	26	87	64	36	95	64	38
6327	88	49	26	86	64	37	95	64	39
6333	87	51	26	87	63	37	95	64	39
6338	93	50	27	86	64	38	95	63	39
6344	82	51	26	87	63	37	95	63	38
6349	87	50	27	87	64	37	96	63	38
6356	85	51	27	87	63	37	96	63	39
6361	94	51	26	87	63	37	96	63	38
6367	84	50	25	86	63	37	96	63	38
6372	88	50	26	87	63	37	96	63	38
6378	86	49	28	87	63	38	97	63	38
6383	82	50	27	87	62	37	97	63	38
6389	75	51	27	87	62	36	97	63	38
6395	88	50	27	86	62	38	97	63	38
6401	89	50	26	86	63	37	97	62	38
6407	84	50	26	86	62	37	97	62	38
6412	84	50	26	87	63	38	97	62	38
6418	83	52	26	87	62	37	97	62	38
6423	90	50	26	86	62	38	97	62	38
6429	85	51	26	87	61	37	98	62	39
6434	85	50	26	87	63	38	98	62	39
6441	84	50	26	87	62	38	97	62	39
6446	84	50	27	86	62	38	97	62	39
6452	84	51	26	87	62	37	97	62	39
6457	87	50	27	86	62	39	98	62	39
6463	79	51	26	87	61	38	97	62	39
6469	87	50	26	87	62	37	97	62	39
6474	90	51	26	87	61	38	97	62	39
6480	88	49	26	87	62	37	97	62	39
6486	89	50	26	87	61	38	97	62	39
6492	82	50	26	87	62	37	97	63	40
6497	88	50	26	86	62	38	97	63	40
6503	85	49	26	86	61	37	96	63	38
6508	92	49	26	86	62	37	96	63	40
6514	84	51	27	87	62	37	96	63	39
6519	90	50	26	86	61	37	96	63	39
6526	85	50	26	86	61	36	96	63	39
6532	80	50	26	87	62	36	96	63	39
6537	83	50	27	87	61	36	96	64	39
6543	79	51	27	87	61	36	96	64	39
6548	71	53	28	87	62	36	95	64	38
6554	80	51	26	87	61	36	95	64	39
6559	87	51	27	86	62	36	95	64	38
6565	81	51	29	87	62	35	95	64	39
6571	85	49	27	86	62	37	95	64	39
6577	72	49	27	87	61	36	95	64	39
6582	88	51	27	86	61	36	95	64	39
6588	86	51	27	87	61	36	95	64	39
6593	88	51	27	87	62	36	95	64	39
6599	91	50	27	87	61	36	95	64	38
6605	84	52	27	87	61	36	95	64	39
6610	78	49	27	87	62	36	96	63	39
6617	92	51	27	87	61	37	96	63	39
6622	87	49	27	86	62	37	96	63	39
6628	88	50	27	86	62	37	96	63	39
6633	85	51	27	86	61	38	97	63	39
6639	86	50	27	87	61	37	97	63	39
6644	85	50	27	87	61	37	97	63	39
6650	89	49	27	86	61	38	97	63	40
6656	87	49	26	87	61	38	97	63	39
6662	81	50	26	86	61	37	97	62	40
6668	83	51	27	86	61	38	97	63	39
6673	80	49	27	86	61	37	97	63	39
6679	86	50	26	86	61	38	97	62	38
6684	82	52	26	88	61	36	97	62	39
6690	85	49	27	86	62	38	97	62	39
6695	88	51	27	87	62	37	97	62	39
6702	90	49	27	87	62	38	97	62	39
6707	81	51	26	86	61	38	97	62	39
6713	83	50	26	87	62	38	97	62	39
6719	87	50	27	86	61	38	97	62	39
6724	85	50	27	86	61	38	97	62	39
6730	85	50	26	87	62	37	97	62	39
6735	91	51	27	87	62	38	97	62	39
6742	88	50	26	86	62	38	97	62	39
6747	81	52	26	87	61	37	97	62	39
6753	88	51	26	86	62	38	97	63	39
6758	80	51	26	87	61	37	96	62	39
6764	76	51	28	86	62	38	96	63	39
6769	84	51	26	87	61	37	96	63	39
6775	85	50	27	87	63	38	96	63	39
6782	79	51	26	86	62	37	96	63	39
6787	83	51	26	86	62	37	96	63	39
6793	82	50	27	87	62	37	96	63	39
6798	89	50	27	87	63	37	96	63	39
6804	88	51	26	87	63	36	96	63	39
6809	89	49	26	87	63	37	96	63	38
6815	92	51	28	87	63	36	96	63	38
6820	83	50	26	87	63	36	95	63	38
6827	86	49	26	87	63	37	96	63	38
6832	81	50	26	87	63	36	96	63	38
6838	90	50	27	87	64	37	96	63	38
6844	84	50	26	87	63	36	96	63	38
6849	90	50	27	86	63	37	96	64	38
6855	85	50	27	87	63	36	96	64	38
6860	85	49	26	86	64	37	95	64	38
6866	78	50	26	87	63	36	95	64	38
6872	78	50	27	87	64	36	95	64	38
6878	80	49	27	87	63	37	95	64	38
6883	81	51	26	87	63	36	95	64	39
6889	85	50	26	86	64	36	95	64	39
6894	92	49	27	87	64	37	95	64	39
6900	92	50	26	86	63	36	94	64	39
6906	84	50	26	86	64	36	94	64	39
6912	82	51	26	87	64	36	94	64	40
6918	86	50	27	86	64	37	94	64	39
6923	70	51	26	87	64	36	94	64	39
6929	84	50	27	87	64	37	94	64	39
6934	82	49	28	87	64	36	94	65	40
6940	81	50	27	87	64	35	94	64	39
6945	80	50	27	86	64	36	93	64	39
6951	77	50	26	87	64	36	93	64	40
6957	85	51	27	87	64	37	93	64	39
6963	84	51	27	87	64	35	93	64	39
6969	87	50	27	86	64	36	93	65	40
6974	80	50	26	87	64	36	93	65	39
6980	82	50	27	87	65	36	93	64	39
6985	83	49	27	86	65	36	93	64	38
6991	86	49	25	87	64	36	93	64	39
6997	88	49	26	87	64	36	93	65	40
7003	86	50	26	86	64	36	93	64	38
7008	82	50	26	87	64	36	93	64	39
7014	82	50	27	87	64	37	94	65	39
7020	81	49	26	87	64	36	94	64	39
7025	84	50	26	87	64	36	94	65	39
7031	77	49	27	87	64	36	94	64	39
7036	90	50	27	87	64	36	94	64	39
7043	83	50	25	87	64	36	94	64	39
7048	81	50	25	87	64	37	94	64	39
7054	82	49	27	87	64	36	94	64	39
7059	85	51	27	87	64	36	94	64	39
7065	81	51	27	86	64	37	94	64	39
7071	87	51	27	87	64	36	95	64	40
7076	89	50	28	87	65	37	95	64	40
7083	80	50	27	87	64	37	95	64	39
7088	84	50	27	86	64	37	95	64	39
7094	88	51	27	87	64	37	95	64	39
7099	86	51	26	87	64	37	95	64	39
7105	88	51	26	87	63	37	95	64	39
7110	86	50	26	87	64	37	95	64	39
7116	87	52	26	87	64	37	95	64	39
7122	90	50	26	87	64	37	95	64	38
7128	87	49	26	86	65	38	95	64	39
7134	75	51	26	88	64	36	95	64	39
7139	82	49	26	86	64	37	95	64	39
7145	90	51	26	86	64	37	94	64	39
7150	91	50	26	86	64	37	94	64	39
7156	87	50	27	87	64	37	94	64	39
7162	84	50	26	86	64	37	94	64	40
7168	83	50	26	87	64	37	94	64	39
7174	88	52	27	86	64	37	94	64	40
7179	82	51	27	87	64	37	93	64	39
7185	83	50	26	87	64	36	93	64	41
7190	88	49	27	86	65	37	93	64	40
7196	89	50	25	87	64	36	93	64	38
7201	83	49	25	87	64	36	93	64	39
7207	80	49	26	87	64	36	93	64	40
7214	86	50	27	87	65	36	93	65	39
7219	91	49	26	87	65	36	93	65	39
7225	86	50	27	87	64	36	93	65	39
7230	85	50	26	87	64	36	93	65	39
7236	89	51	26	87	64	36	93	65	39
7241	85	49	26	87	64	35	93	65	39
7247	85	50	26	87	64	35	93	65	39
7253	88	50	26	87	64	36	93	65	39
7259	83	50	27	87	64	36	93	65	38
7265	85	50	27	87	64	36	93	65	39
7270	85	51	26	87	64	35	93	65	39
7276	89	51	26	87	64	36	93	65	39
7281	78	50	26	86	64	36	93	65	38
7287	92	50	26	86	64	36	94	65	39
7292	84	50	27	87	64	36	94	65	39
7299	90	51	25	87	64	36	94	65	38
7305	88	50	27	87	64	36	94	64	38
7310	84	51	26	86	63	36	94	65	39
7316	86	51	27	87	64	36	94	65	38
7321	88	50	27	86	64	36	94	64	38
7327	86	51	27	87	64	36	94	64	39
7332	81	50	27	87	64	37	95	64	39
7339	85	49	26	87	63	36	95	64	39
7344	85	49	27	87	64	36	95	64	38
7350	85	49	27	87	63	37	95	64	39
7356	94	49	28	87	64	37	95	64	39
7361	83	50	26	87	63	37	95	63	39
7367	82	50	27	87	63	36	95	63	38
7372	82	50	27	87	63	37	96	63	39
7378	83	50	26	88	63	36	96	63	39
7384	87	50	27	86	63	38	96	63	38
7390	82	52	27	87	62	36	96	63	38
7395	86	50	26	87	63	38	97	63	38
7401	83	49	26	87	63	37	96	63	38
7407	83	50	27	86	62	37	97	63	38
7412	86	49	26	87	63	38	97	62	38
7418	83	49	27	87	63	37	97	62	38
7424	88	51	26	86	62	37	97	62	38
7430	82	50	26	87	62	37	97	62	38
7435	88	52	26	87	61	37	97	62	39
7441	84	50	27	87	62	38	97	62	38
7446	92	50	27	86	62	38	98	62	38
7452	85	50	27	87	62	38	98	62	39
7457	91	50	26	86	62	38	98	62	39
7463	92	49	27	86	62	38	97	62	39
7469	85	50	26	87	61	37	97	62	39
7475	87	50	26	87	62	39	98	62	40
7481	82	51	26	87	61	38	97	62	39
7486	83	50	28	86	62	38	97	62	39
7492	79	50	27	87	61	38	97	62	39
7497	85	51	27	87	62	38	97	62	39
7503	85	50	27	86	61	38	97	62	39
7509	85	50	27	87	62	37	97	62	39
7515	83	49	26	87	62	37	97	63	40
7520	80	50	26	87	62	38	97	63	39
7526	85	50	26	87	61	37	96	63	39
7532	82	50	26	87	62	37	96	63	40
7537	82	50	26	87	61	37	96	63	39
7543	82	51	25	87	61	36	96	63	39
7548	88	50	25	87	62	37	96	63	39
7555	86	51	27	87	62	36	96	64	39
7560	86	50	27	87	61	36	95	63	39
7566	92	51	26	86	61	36	95	64	39
7571	85	50	27	86	62	36	95	64	38
